Age,Income,MonthsEmployed,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,CreditScore
48,20749,24,0.1052068748464933,Undergraduate,Unemployed,Divorced/Widowed,1,1,Business,1,591
59,58360,120,0.5775039220086148,Postgraduate,Salaried,Single,1,0,Debt Consolidation,0,549
27,212690,120,0.35519480269570036,Secondary,Self-Employed,Single,1,1,Home Improvement,0,746
47,92494,120,0.37532115152384754,Undergraduate,Contract-Part-time,Single,0,1,Other-Miscellaneous,1,562
74,32086,120,0.1351965141623614,Undergraduate,Salaried,Married,1,1,Business,0,601
69,25674,120,0.44147266198492097,Primary,Salaried,Single,0,1,Education,0,460
35,307516,120,0.09558734274257404,Undergraduate,Contract-Part-time,Divorced/Widowed,1,1,Education,0,850
41,160631,120,0.2982443435619691,Undergraduate,Self-Employed,Single,1,0,Education,1,752
69,66347,120,0.5453773486637071,Undergraduate,Unemployed,Single,1,0,Other-Miscellaneous,0,566
26,445081,120,0.2540924767570778,Undergraduate,Self-Employed,Single,0,1,Debt Consolidation,0,850
48,821693,120,0.3652694234078898,Undergraduate,Salaried,Single,1,1,Home Improvement,0,850
32,225906,120,0.4195995717811207,Undergraduate,Unemployed,Married,0,1,Debt Consolidation,0,692
21,180642,120,0.5166324490536127,Secondary,Salaried,Married,1,1,Other-Miscellaneous,1,692
57,150633,120,0.2244587334626844,Secondary,Salaried,Single,0,1,Debt Consolidation,0,584
26,195741,120,0.4652079797129744,Secondary,Salaried,Single,1,1,Debt Consolidation,0,590
62,472926,120,0.30014257804182826,Secondary,Salaried,Single,0,0,Other-Miscellaneous,0,850
26,45334,24,0.5618774017537889,Undergraduate,Salaried,Single,0,1,Education,0,453
43,75262,120,0.6202710065294715,Secondary,Salaried,Married,0,1,Debt Consolidation,1,540
21,95013,12,0.21444252410890388,Secondary,Self-Employed,Divorced/Widowed,1,1,Business,1,555
34,156286,120,0.25708327779932505,Undergraduate,Self-Employed,Married,1,1,Home Improvement,0,626
33,345359,120,0.22405522977174142,Secondary,Unemployed,Divorced/Widowed,0,1,Debt Consolidation,1,755
32,137346,96,0.03385664222175464,Undergraduate,Contract-Part-time,Married,1,0,Debt Consolidation,0,641
52,162785,120,0.20683394413503844,Secondary,Salaried,Married,0,0,Business,1,681
74,169629,120,0.11323900519495211,Undergraduate,Unemployed,Single,0,1,Other-Miscellaneous,0,689
69,100555,108,0.23804571593241206,Secondary,Salaried,Single,0,1,Education,0,603
22,70763,120,0.21296965175848395,Undergraduate,Self-Employed,Single,1,1,Business,0,595
72,104792,120,0.17754233608475017,Postgraduate,Contract-Part-time,Single,1,1,Home Improvement,0,693
22,58487,120,0.1791498011426899,Undergraduate,Self-Employed,Single,1,1,Home Improvement,0,550
37,59297,120,0.28814114033066046,Primary,Self-Employed,Single,1,1,Debt Consolidation,1,558
32,132511,60,0.07586554689466643,Undergraduate,Contract-Part-time,Divorced/Widowed,0,1,Business,0,667
35,67333,120,0.3224833461231447,Secondary,Salaried,Single,1,0,Debt Consolidation,0,625
64,432511,120,0.409135690176862,Primary,Salaried,Single,1,1,Other-Miscellaneous,0,850
19,110994,120,0.7197789520294761,Undergraduate,Self-Employed,Single,0,1,Home Improvement,1,534
46,292846,120,0.49896287075483986,Undergraduate,Unemployed,Single,1,1,Home Improvement,0,850
30,36458,120,0.08556763211993959,Undergraduate,Unemployed,Single,0,1,Other-Miscellaneous,0,501
21,37362,120,0.2228207683794248,Undergraduate,Self-Employed,Single,1,1,Home Improvement,0,526
59,90322,120,0.3284653838235819,Secondary,Salaried,Married,0,1,Debt Consolidation,0,526
62,208858,120,0.17819365882543442,Undergraduate,Self-Employed,Single,1,1,Debt Consolidation,1,708
27,66699,108,0.42869683900621114,Undergraduate,Unemployed,Single,1,0,Business,0,448
48,91098,120,0.3150861367949797,Postgraduate,Unemployed,Divorced/Widowed,1,1,Other-Miscellaneous,0,580
58,219682,120,0.6540010172754845,Undergraduate,Salaried,Single,1,0,Education,1,630
25,72372,120,0.4438706827984274,Undergraduate,Self-Employed,Single,1,1,Debt Consolidation,0,536
20,53851,120,0.20279709622779868,Undergraduate,Unemployed,Married,0,1,Business,1,497
65,173983,120,0.3385041385962829,Undergraduate,Salaried,Divorced/Widowed,0,1,Debt Consolidation,0,590
63,34779,120,0.04900440284535923,Primary,Contract-Part-time,Divorced/Widowed,1,1,Business,0,554
26,73208,120,0.2705923212407503,Secondary,Salaried,Single,0,1,Other-Miscellaneous,0,693
47,108165,120,0.43397239250234887,Undergraduate,Unemployed,Married,0,0,Debt Consolidation,0,629
70,150725,120,0.21156163677915707,Secondary,Salaried,Single,1,0,Other-Miscellaneous,1,631
28,190635,120,0.17098676380320924,Secondary,Unemployed,Divorced/Widowed,0,1,Home Improvement,1,700
52,215975,120,0.591877016687666,Secondary,Unemployed,Married,0,1,Debt Consolidation,1,740
54,77499,36,0.33259028902329724,Secondary,Salaried,Single,0,1,Debt Consolidation,0,566
59,212354,120,0.11910403349955943,Undergraduate,Salaried,Married,1,1,Debt Consolidation,1,723
30,147992,120,0.14886088068600703,Undergraduate,Self-Employed,Married,0,1,Home Improvement,0,717
53,175776,120,0.2541376331085063,Secondary,Self-Employed,Single,0,0,Home Improvement,0,694
73,59454,120,0.11422805525896021,Secondary,Contract-Part-time,Single,1,1,Home Improvement,1,578
30,168061,120,0.1325027345541238,Secondary,Contract-Part-time,Divorced/Widowed,1,0,Other-Miscellaneous,1,720
29,87360,120,0.27085440316602133,Undergraduate,Salaried,Married,1,1,Home Improvement,1,564
54,102569,120,0.20063456393968448,Postgraduate,Self-Employed,Married,1,0,Debt Consolidation,0,546
27,112658,120,0.681997055588877,Undergraduate,Contract-Part-time,Single,1,0,Debt Consolidation,0,567
73,535281,120,0.42711327943069555,Postgraduate,Self-Employed,Single,0,0,Other-Miscellaneous,1,850
26,47482,120,0.2266823361614763,Secondary,Contract-Part-time,Married,1,1,Education,1,517
69,255621,120,0.3068805541893058,Undergraduate,Contract-Part-time,Divorced/Widowed,1,0,Business,0,757
24,309990,120,0.16823393758168131,Secondary,Salaried,Single,0,1,Debt Consolidation,0,819
19,191084,120,0.3163117921886692,Primary,Contract-Part-time,Single,1,1,Business,0,639
71,64320,120,0.3314034526191395,Primary,Self-Employed,Divorced/Widowed,0,1,Debt Consolidation,0,537
73,383542,120,0.04315410684705057,Primary,Salaried,Married,1,0,Home Improvement,0,850
40,75689,120,0.15109954644793958,Undergraduate,Salaried,Married,0,1,Home Improvement,0,627
56,171047,120,0.593586089520239,Undergraduate,Salaried,Married,0,0,Other-Miscellaneous,0,526
57,108741,120,0.14460831390483259,Undergraduate,Contract-Part-time,Single,0,1,Education,1,561
56,73473,120,0.23003922878089453,Postgraduate,Salaried,Married,1,0,Debt Consolidation,0,588
38,152870,84,0.09064809541292623,Secondary,Salaried,Married,1,1,Home Improvement,1,655
40,443977,120,0.27886232924408483,Undergraduate,Self-Employed,Married,1,1,Other-Miscellaneous,1,850
46,121185,120,0.28144333754250483,Undergraduate,Salaried,Divorced/Widowed,1,1,Debt Consolidation,0,597
31,480580,120,0.1641882425954352,Postgraduate,Salaried,Single,1,0,Debt Consolidation,1,850
43,85252,120,0.11207916724476431,Secondary,Salaried,Married,1,1,Education,0,609
68,105022,120,0.2842042234942242,Primary,Salaried,Single,0,1,Debt Consolidation,0,569
22,37025,120,0.40106123410357564,Secondary,Salaried,Married,1,1,Debt Consolidation,0,431
72,63179,120,0.11013740138973208,Secondary,Unemployed,Married,0,0,Business,0,634
48,82892,24,0.6520872364287307,Undergraduate,Salaried,Divorced/Widowed,0,1,Business,1,372
42,75869,72,0.2011962943250819,Undergraduate,Salaried,Married,1,1,Debt Consolidation,1,574
48,45789,120,0.09762561795885055,Undergraduate,Salaried,Single,0,0,Home Improvement,0,578
67,53665,96,0.2864940228154853,Secondary,Contract-Part-time,Married,1,1,Other-Miscellaneous,0,545
37,78490,120,0.2202446496429614,Undergraduate,Contract-Part-time,Single,1,1,Debt Consolidation,0,644
61,255054,120,0.6134009484966497,Undergraduate,Salaried,Married,0,1,Debt Consolidation,1,592
72,29837,48,0.34850155508909514,Postgraduate,Salaried,Married,0,1,Debt Consolidation,0,510
34,18662,36,0.20616042472601895,Undergraduate,Unemployed,Divorced/Widowed,1,0,Other-Miscellaneous,1,452
62,24133,36,0.3951519140974005,Primary,Salaried,Married,1,1,Home Improvement,0,487
19,50115,120,0.17205867708907993,Primary,Salaried,Single,1,1,Other-Miscellaneous,0,520
42,164320,120,0.09106698446794195,Secondary,Salaried,Single,0,0,Education,0,726
30,74232,120,0.2564069595386738,Undergraduate,Salaried,Single,0,1,Home Improvement,0,621
56,73425,120,0.5573098284531582,Secondary,Salaried,Single,0,0,Business,1,574
45,72118,120,0.5448717134210428,Secondary,Contract-Part-time,Divorced/Widowed,0,1,Other-Miscellaneous,0,541
59,21976,12,0.08326905044275637,Secondary,Self-Employed,Single,0,1,Debt Consolidation,0,495
72,196641,120,0.41305820944105914,Secondary,Salaried,Single,1,0,Debt Consolidation,0,700
23,281649,120,0.16368541567690215,Undergraduate,Salaried,Married,1,0,Other-Miscellaneous,0,850
20,75479,120,0.33934869386811056,Undergraduate,Salaried,Single,0,0,Business,1,589
52,105700,120,0.4357465777266767,Secondary,Unemployed,Single,1,1,Business,1,474
35,108551,120,0.17278491337772664,Undergraduate,Contract-Part-time,Married,1,1,Business,0,653
28,42013,12,0.19955549015187996,Undergraduate,Unemployed,Married,0,1,Other-Miscellaneous,0,423
71,69342,120,0.09443196052610367,Undergraduate,Salaried,Married,1,1,Other-Miscellaneous,1,545
37,411928,120,0.10254744280531125,Secondary,Contract-Part-time,Married,1,1,Home Improvement,0,850
22,98401,120,0.1444651943884759,Secondary,Self-Employed,Single,0,0,Debt Consolidation,0,665
36,118044,120,0.16477317551012655,Primary,Salaried,Married,0,0,Other-Miscellaneous,1,715
39,56674,24,0.11513629384978098,Secondary,Unemployed,Single,1,0,Debt Consolidation,0,570
36,69984,120,0.08560982563538992,Primary,Contract-Part-time,Married,1,1,Education,0,608
64,165550,120,0.09761830723300402,Primary,Unemployed,Divorced/Widowed,0,1,Other-Miscellaneous,0,676
33,50428,120,0.17656551879859292,Undergraduate,Contract-Part-time,Single,0,0,Debt Consolidation,0,581
41,360766,120,0.20594522414347805,Undergraduate,Unemployed,Married,0,1,Debt Consolidation,0,850
58,27091,120,0.05977338747663256,Undergraduate,Salaried,Married,0,1,Education,0,571
21,59484,36,0.2601509482454394,Undergraduate,Salaried,Single,0,1,Debt Consolidation,1,519
32,30215,120,0.033447904358136875,Undergraduate,Salaried,Married,0,0,Other-Miscellaneous,0,508
42,284785,120,0.39896094961350737,Undergraduate,Contract-Part-time,Divorced/Widowed,0,1,Debt Consolidation,0,830
61,95892,120,0.051804527324967334,Secondary,Salaried,Married,0,1,Other-Miscellaneous,1,630
72,78502,120,0.1352194265096554,Primary,Contract-Part-time,Married,1,1,Home Improvement,0,699
52,135683,120,0.1437195220657728,Secondary,Salaried,Divorced/Widowed,0,1,Other-Miscellaneous,0,678
72,302311,120,0.45147510935547813,Secondary,Salaried,Married,0,1,Other-Miscellaneous,1,714
31,117342,36,0.33489307640941346,Secondary,Salaried,Single,1,0,Debt Consolidation,0,522
66,246254,120,0.3184322449437173,Secondary,Unemployed,Married,1,1,Home Improvement,1,651
36,78048,120,0.2065958101130099,Primary,Unemployed,Married,0,1,Business,0,609
55,45749,120,0.43218914478580844,Undergraduate,Contract-Part-time,Married,1,1,Home Improvement,0,618
53,118868,120,0.13205379952211982,Undergraduate,Unemployed,Single,1,0,Education,0,760
24,56506,108,0.4655339781173502,Secondary,Self-Employed,Single,1,0,Debt Consolidation,0,495
47,171270,120,0.5663637879903417,Undergraduate,Self-Employed,Married,1,1,Debt Consolidation,0,675
36,71149,120,0.029562757683012423,Postgraduate,Self-Employed,Married,1,0,Home Improvement,0,546
66,92259,120,0.5861286541189945,Secondary,Salaried,Married,0,1,Business,0,406
42,16443,120,0.22743058862196924,Undergraduate,Salaried,Married,1,1,Other-Miscellaneous,0,479
33,89341,120,0.253807173761775,Undergraduate,Salaried,Single,0,1,Debt Consolidation,0,615
64,81302,120,0.18551844457974817,Undergraduate,Unemployed,Single,1,1,Business,1,479
71,250288,84,0.2088447951590912,Undergraduate,Self-Employed,Divorced/Widowed,0,1,Debt Consolidation,1,766
57,198012,120,0.3873075501586465,Undergraduate,Salaried,Married,0,1,Debt Consolidation,0,705
68,100647,120,0.05557102382875555,Secondary,Self-Employed,Divorced/Widowed,0,1,Business,0,713
25,26786,48,0.08299062159062892,Undergraduate,Contract-Part-time,Married,1,1,Home Improvement,1,552
35,69411,120,0.06492798989373773,Secondary,Salaried,Married,0,1,Business,0,595
45,250501,120,0.5400390665278678,Undergraduate,Salaried,Married,1,1,Other-Miscellaneous,0,732
33,84224,120,0.5330149568736268,Primary,Salaried,Single,0,0,Business,0,543
69,42049,120,0.20148729652042913,Undergraduate,Self-Employed,Married,0,1,Debt Consolidation,0,450
36,248068,72,0.308706921476838,Undergraduate,Salaried,Single,0,1,Home Improvement,1,742
59,26935,120,0.5038767275655538,Undergraduate,Salaried,Married,1,0,Debt Consolidation,0,535
34,90187,120,0.4864345357140781,Undergraduate,Self-Employed,Married,1,1,Other-Miscellaneous,1,545
62,154271,120,0.5203975535359292,Undergraduate,Salaried,Married,1,1,Home Improvement,0,585
30,109189,120,0.1715134034906326,Postgraduate,Unemployed,Married,1,1,Debt Consolidation,1,626
24,36562,120,0.19172894596489048,Undergraduate,Salaried,Married,0,1,Debt Consolidation,0,526
44,46940,120,0.02220627417739972,Undergraduate,Salaried,Single,1,1,Education,1,593
27,56478,120,0.07331717898585517,Undergraduate,Self-Employed,Divorced/Widowed,1,1,Home Improvement,1,687
51,184900,12,0.27395535376283614,Secondary,Self-Employed,Married,0,1,Other-Miscellaneous,0,550
53,113144,120,0.37697301219487794,Secondary,Self-Employed,Married,0,0,Home Improvement,0,577
42,72400,120,0.22216520108225735,Secondary,Self-Employed,Married,1,0,Business,0,604
23,136916,120,0.14038552788723468,Secondary,Salaried,Married,0,1,Debt Consolidation,0,627
41,54168,120,0.17751484626135602,Undergraduate,Self-Employed,Single,0,1,Other-Miscellaneous,0,610
35,178207,120,0.4272137102974694,Postgraduate,Self-Employed,Single,1,0,Education,1,606
40,141555,120,0.2725274273353368,Primary,Contract-Part-time,Married,0,1,Home Improvement,0,645
23,82487,120,0.1105664284446705,Undergraduate,Salaried,Married,1,1,Debt Consolidation,1,622
46,86698,120,0.22782504971697823,Secondary,Self-Employed,Divorced/Widowed,0,1,Other-Miscellaneous,1,614
42,75097,120,0.3949776575665595,Secondary,Salaried,Married,0,0,Debt Consolidation,0,495
72,218983,48,0.3253622444495002,Undergraduate,Unemployed,Single,1,1,Debt Consolidation,0,670
34,117344,108,0.23943026610847157,Secondary,Self-Employed,Divorced/Widowed,0,1,Business,0,647
63,83017,24,0.3729248469629468,Postgraduate,Self-Employed,Married,0,1,Business,0,499
41,45421,120,0.15104943709284557,Undergraduate,Salaried,Single,0,1,Other-Miscellaneous,0,564
28,158196,120,0.18253453859311142,Undergraduate,Self-Employed,Married,0,1,Business,0,701
43,152390,120,0.3502518979155343,Undergraduate,Salaried,Single,1,1,Other-Miscellaneous,0,626
68,64827,120,0.29750814012430304,Secondary,Salaried,Divorced/Widowed,1,1,Debt Consolidation,0,553
51,70535,120,0.15099463583448652,Undergraduate,Contract-Part-time,Single,0,1,Debt Consolidation,0,462
45,89894,120,0.09662478682761821,Undergraduate,Salaried,Single,1,1,Home Improvement,0,573
20,39226,120,0.2903274926720977,Postgraduate,Salaried,Married,1,0,Business,0,566
28,104711,120,0.07590739206370407,Undergraduate,Self-Employed,Single,1,0,Debt Consolidation,0,684
55,26466,120,0.2869554608495109,Primary,Self-Employed,Married,0,1,Debt Consolidation,1,554
31,35469,120,0.3060408340521126,Undergraduate,Salaried,Married,1,1,Home Improvement,1,545
68,65665,120,0.08500238198486196,Secondary,Salaried,Married,0,1,Home Improvement,0,518
43,59716,120,0.3634120804223751,Undergraduate,Salaried,Single,1,0,Business,1,517
65,141649,120,0.18754308385114105,Undergraduate,Self-Employed,Married,1,0,Other-Miscellaneous,0,654
38,123796,120,0.25310891619320564,Postgraduate,Unemployed,Married,1,1,Debt Consolidation,0,616
71,296944,120,0.3357932336461287,Undergraduate,Salaried,Single,0,1,Debt Consolidation,0,807
73,106327,120,0.5946780597329665,Undergraduate,Self-Employed,Single,0,1,Business,0,592
56,116413,120,0.3028624215189351,Secondary,Contract-Part-time,Single,0,0,Other-Miscellaneous,0,567
47,38931,120,0.2555943496957467,Postgraduate,Salaried,Married,1,1,Debt Consolidation,0,601
25,38996,120,0.060015113035484235,Secondary,Self-Employed,Single,0,1,Debt Consolidation,0,579
68,103937,120,0.2412519393430732,Undergraduate,Salaried,Single,0,1,Home Improvement,0,666
37,105384,120,0.0654718553880965,Undergraduate,Salaried,Married,1,1,Home Improvement,1,624
65,124451,48,0.07389513223773449,Secondary,Salaried,Single,0,1,Education,0,732
49,272585,120,0.3270549492099762,Undergraduate,Unemployed,Divorced/Widowed,0,1,Business,0,850
39,40398,108,0.2623387131965699,Secondary,Salaried,Divorced/Widowed,1,0,Education,0,566
24,381524,120,0.26852321813602664,Postgraduate,Salaried,Single,0,0,Debt Consolidation,0,850
26,29971,120,0.08390209658993684,Primary,Self-Employed,Married,0,0,Business,0,632
62,133032,120,0.11843993973844226,Undergraduate,Self-Employed,Married,0,1,Home Improvement,0,607
18,36421,120,0.034036853126084975,Secondary,Salaried,Single,1,1,Debt Consolidation,0,573
46,176188,120,0.344960268543582,Undergraduate,Unemployed,Divorced/Widowed,0,1,Debt Consolidation,0,695
25,30119,120,0.31064560881275577,Secondary,Salaried,Divorced/Widowed,1,1,Business,0,535
73,11092,120,0.3848712519020205,Undergraduate,Salaried,Single,0,0,Debt Consolidation,0,474
71,110934,120,0.2680480815835275,Postgraduate,Salaried,Married,1,0,Other-Miscellaneous,0,693
21,89323,120,0.20565343206250425,Secondary,Contract-Part-time,Divorced/Widowed,1,0,Debt Consolidation,1,539
52,239152,120,0.12956417031144005,Undergraduate,Unemployed,Divorced/Widowed,1,1,Debt Consolidation,1,828
20,105060,120,0.13070690672441287,Undergraduate,Self-Employed,Single,1,0,Debt Consolidation,0,607
71,54399,72,0.08052565304251459,Undergraduate,Unemployed,Divorced/Widowed,0,0,Debt Consolidation,0,554
62,64096,120,0.5441975635237893,Undergraduate,Self-Employed,Married,1,0,Debt Consolidation,1,495
57,1293440,120,0.1122355045107521,Secondary,Contract-Part-time,Single,0,0,Other-Miscellaneous,1,850
24,49037,120,0.3067042674573794,Undergraduate,Unemployed,Married,1,0,Debt Consolidation,0,517
44,150187,120,0.397873963214192,Secondary,Contract-Part-time,Divorced/Widowed,0,1,Business,0,680
18,136183,120,0.08896449714213936,Undergraduate,Self-Employed,Single,0,1,Debt Consolidation,0,755
44,153014,120,0.3893344102835457,Undergraduate,Salaried,Single,0,1,Education,0,592
33,143339,120,0.5614651430634278,Undergraduate,Salaried,Single,1,1,Home Improvement,1,618
55,79690,120,0.2700054464120965,Secondary,Contract-Part-time,Single,1,0,Debt Consolidation,0,579
24,24109,120,0.3005046064167339,Undergraduate,Salaried,Single,1,1,Other-Miscellaneous,0,549
61,111804,120,0.022046175172378904,Undergraduate,Unemployed,Married,1,0,Debt Consolidation,0,755
40,97708,36,0.22403008674353903,Postgraduate,Contract-Part-time,Single,1,0,Other-Miscellaneous,1,611
58,109004,120,0.14310505960430034,Undergraduate,Salaried,Single,1,1,Home Improvement,1,645
28,155155,120,0.05069510408680947,Undergraduate,Salaried,Divorced/Widowed,1,1,Debt Consolidation,0,679
59,70905,120,0.336746080828509,Undergraduate,Self-Employed,Married,0,1,Home Improvement,0,497
70,60100,120,0.12556654513229198,Postgraduate,Contract-Part-time,Single,1,1,Business,0,616
50,202941,120,0.4742348033264245,Undergraduate,Unemployed,Divorced/Widowed,1,1,Debt Consolidation,1,596
67,75881,120,0.07706956602892684,Undergraduate,Self-Employed,Single,0,0,Debt Consolidation,0,602
53,66504,120,0.12063951208469623,Undergraduate,Salaried,Single,0,0,Other-Miscellaneous,0,603
54,62056,120,0.33790663428020884,Undergraduate,Unemployed,Married,0,1,Debt Consolidation,1,540
58,158840,120,0.6995298111045062,Undergraduate,Salaried,Divorced/Widowed,1,1,Other-Miscellaneous,0,534
34,83465,120,0.29212219283526425,Undergraduate,Contract-Part-time,Divorced/Widowed,0,1,Business,0,631
52,579688,120,0.27444069258546105,Undergraduate,Salaried,Married,1,1,Debt Consolidation,0,850
65,103358,120,0.03440115103786259,Undergraduate,Self-Employed,Married,0,1,Debt Consolidation,0,690
22,37598,120,0.2104469730990422,Primary,Salaried,Divorced/Widowed,0,0,Home Improvement,0,579
65,69598,120,0.7578332249194047,Undergraduate,Salaried,Married,0,1,Education,1,455
49,166750,120,0.08686608746928683,Undergraduate,Salaried,Married,0,0,Education,0,703
20,61075,120,0.4284520933905002,Secondary,Contract-Part-time,Married,0,1,Debt Consolidation,0,498
69,97365,60,0.19617242784708452,Secondary,Salaried,Married,1,1,Other-Miscellaneous,1,570
64,215941,120,0.22437495906004012,Secondary,Salaried,Married,1,1,Home Improvement,0,710
52,243554,120,0.14701716313444288,Undergraduate,Contract-Part-time,Single,0,0,Debt Consolidation,0,750
69,64891,120,0.30244186756603897,Secondary,Salaried,Married,0,1,Home Improvement,1,539
31,80381,48,0.07700684436647719,Undergraduate,Self-Employed,Married,1,1,Business,0,571
65,106666,120,0.2663378119526911,Undergraduate,Unemployed,Married,1,1,Debt Consolidation,0,621
48,288907,120,0.5152443288633537,Undergraduate,Unemployed,Single,1,0,Debt Consolidation,0,752
48,40952,120,0.2333940792767795,Primary,Self-Employed,Married,0,1,Debt Consolidation,0,508
34,131633,120,0.1660316797280131,Undergraduate,Self-Employed,Married,1,1,Business,0,687
41,103192,120,0.3032014754797655,Undergraduate,Self-Employed,Married,1,1,Business,0,592
69,48164,120,0.07725682744367536,Secondary,Salaried,Married,0,0,Home Improvement,0,586
40,265632,120,0.513478273334832,Secondary,Salaried,Married,1,0,Debt Consolidation,0,713
35,218004,120,0.11755439485049711,Undergraduate,Salaried,Married,1,1,Business,0,707
67,337939,120,0.49232504803183996,Primary,Salaried,Married,1,1,Home Improvement,0,760
71,253764,84,0.5123812916219169,Secondary,Salaried,Divorced/Widowed,0,1,Debt Consolidation,1,631
31,99524,120,0.5971029755311758,Undergraduate,Salaried,Single,0,1,Debt Consolidation,0,538
67,162030,120,0.6708962381333227,Undergraduate,Unemployed,Divorced/Widowed,0,1,Debt Consolidation,0,574
32,128729,120,0.039799991626197705,Secondary,Salaried,Divorced/Widowed,1,1,Other-Miscellaneous,0,639
32,47778,120,0.19227518536086657,Undergraduate,Contract-Part-time,Married,0,1,Business,0,582
23,34768,120,0.25715047773411215,Undergraduate,Salaried,Married,1,1,Business,0,494
44,132615,120,0.2750784938175165,Primary,Salaried,Single,1,0,Education,1,568
32,106636,120,0.1759034394538413,Postgraduate,Salaried,Single,0,1,Education,0,721
67,75423,120,0.41625909445036274,Undergraduate,Unemployed,Married,1,1,Debt Consolidation,1,577
53,91684,120,0.18509189497821213,Secondary,Unemployed,Divorced/Widowed,1,1,Other-Miscellaneous,0,615
72,406594,120,0.24159629552389336,Undergraduate,Salaried,Married,1,0,Other-Miscellaneous,0,850
25,17262,120,0.3030637397670464,Postgraduate,Self-Employed,Single,0,0,Business,0,554
32,164705,12,0.12253593258507352,Undergraduate,Contract-Part-time,Divorced/Widowed,0,1,Other-Miscellaneous,1,679
20,193690,120,0.18866969544419993,Secondary,Salaried,Single,0,1,Business,0,773
64,214095,96,0.20047487245413775,Undergraduate,Salaried,Married,0,1,Business,0,745
30,32771,120,0.12453244594850803,Undergraduate,Salaried,Single,1,1,Education,0,531
58,78076,120,0.5764765758693694,Secondary,Self-Employed,Single,1,0,Debt Consolidation,0,534
51,75018,120,0.1397061236844883,Secondary,Salaried,Married,0,1,Other-Miscellaneous,0,553
41,124690,120,0.0663273389968331,Undergraduate,Salaried,Single,0,0,Other-Miscellaneous,1,698
57,39993,120,0.32744481741839315,Undergraduate,Self-Employed,Married,0,1,Debt Consolidation,1,529
49,133623,120,0.05395453873361484,Secondary,Contract-Part-time,Married,0,1,Debt Consolidation,0,688
49,48639,120,0.13336795232699,Secondary,Unemployed,Married,0,1,Other-Miscellaneous,0,470
47,77803,120,0.18383081863194772,Undergraduate,Contract-Part-time,Divorced/Widowed,0,1,Debt Consolidation,0,552
69,289538,120,0.2685720064727316,Secondary,Salaried,Single,1,1,Education,0,832
66,193633,12,0.25091179236635003,Secondary,Unemployed,Single,0,0,Debt Consolidation,1,627
30,108995,120,0.2734730275990419,Undergraduate,Salaried,Single,0,0,Other-Miscellaneous,1,576
18,32409,120,0.3166581761730198,Secondary,Salaried,Single,1,1,Debt Consolidation,0,641
51,128785,120,0.21534355638647795,Undergraduate,Salaried,Single,0,1,Education,0,634
32,135900,120,0.3480212824084486,Undergraduate,Salaried,Married,0,1,Home Improvement,0,589
61,18406,120,0.2754564435067016,Postgraduate,Salaried,Single,1,1,Other-Miscellaneous,1,568
31,130702,120,0.29550476514780827,Undergraduate,Salaried,Married,0,0,Debt Consolidation,0,654
74,41737,120,0.4349002264140739,Undergraduate,Self-Employed,Married,0,1,Debt Consolidation,1,575
46,30222,120,0.3513981178568479,Secondary,Salaried,Single,1,1,Education,1,498
51,40231,120,0.22628656130254932,Undergraduate,Self-Employed,Married,0,1,Business,1,587
35,17515,120,0.285399524346638,Secondary,Salaried,Single,1,0,Home Improvement,1,473
71,71248,60,0.17258535033814443,Undergraduate,Salaried,Single,0,0,Education,0,635
24,44168,120,0.1438719524310818,Postgraduate,Salaried,Married,1,1,Debt Consolidation,1,602
46,245847,120,0.342965499978608,Secondary,Unemployed,Married,1,0,Other-Miscellaneous,0,776
72,74068,120,0.17046315797748127,Undergraduate,Salaried,Single,1,1,Other-Miscellaneous,0,614
48,55499,120,0.08671055880803202,Secondary,Unemployed,Divorced/Widowed,1,1,Home Improvement,1,576
42,27600,60,0.1763689431242414,Primary,Self-Employed,Single,1,1,Other-Miscellaneous,0,548
55,70098,120,0.16277060525725584,Primary,Salaried,Single,0,1,Home Improvement,1,495
31,291489,120,0.18593548144966604,Secondary,Self-Employed,Married,0,1,Debt Consolidation,0,826
25,340392,12,0.07627843276607311,Secondary,Self-Employed,Single,0,1,Debt Consolidation,0,850
44,73733,120,0.45291197995309135,Secondary,Salaried,Divorced/Widowed,1,1,Education,0,578
71,93376,120,0.4403489787312525,Undergraduate,Salaried,Married,0,0,Debt Consolidation,0,569
19,173220,120,0.2872184463894629,Primary,Salaried,Single,1,0,Other-Miscellaneous,0,674
34,43458,120,0.3623604782711258,Primary,Contract-Part-time,Single,0,1,Home Improvement,0,534
54,132620,120,0.1337397484135574,Secondary,Unemployed,Married,0,0,Home Improvement,0,687
31,655650,120,0.11218777569320353,Secondary,Contract-Part-time,Married,1,1,Debt Consolidation,0,850
42,182059,120,0.6354297160982004,Undergraduate,Self-Employed,Married,1,0,Education,0,649
73,177473,120,0.1041347364462666,Primary,Salaried,Married,0,1,Other-Miscellaneous,0,743
47,289251,120,0.09697115145894114,Postgraduate,Salaried,Married,1,0,Debt Consolidation,0,850
46,203419,120,0.1844524486643982,Secondary,Salaried,Single,1,0,Education,0,704
37,80639,120,0.054844800975104406,Secondary,Contract-Part-time,Married,0,1,Other-Miscellaneous,0,652
38,38413,120,0.3383468995383709,Postgraduate,Salaried,Married,0,0,Debt Consolidation,0,565
70,88716,120,0.05001939491775343,Postgraduate,Salaried,Single,1,1,Debt Consolidation,0,701
